No,Kode,Company Name,Remarks,Previous,Open Price,Last Trading Date,First Trade,High,Low,Close,Change,Volume,Value,Frequency,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency,Tanggal,source_file,Volume_MA5,Spike
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,50,0,01 Mar 2024,0,0,0,50,0,0,0,0,75.9,50,13491900,0,0,6449463636,6449463636,1663316672,0,0,0,0,0,2024-03-01,Stock Summary-20240301.xlsx,,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,50,0,04 Mar 2024,0,50,50,50,0,100,5000,1,75.9,50,12461100,0,0,6449463636,6449463636,1663316672,0,0,0,0,0,2024-03-04,Stock Summary-20240304.xlsx,,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,50,0,05 Mar 2024,0,50,50,50,0,100,5000,1,75.9,50,12308800,0,0,6449463636,6449463636,1663316672,0,0,2815528200,14077641000,22,2024-03-05,Stock Summary-20240305.xlsx,,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,50,0,06 Mar 2024,0,50,50,50,0,200,10000,1,75.9,50,12452400,0,0,6449463636,6449463636,1663316672,0,0,1970654800,9853274000,12,2024-03-06,Stock Summary-20240306.xlsx,,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,50,0,07 Mar 2024,0,50,50,50,0,10500,525000,3,75.9,50,19264400,0,0,6449463636,6449463636,1663316672,0,0,0,0,0,2024-03-07,Stock Summary-20240307.xlsx,2180.0,YES
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,50,0,08 Mar 2024,0,50,50,50,0,200,10000,2,75.9,50,14195300,0,0,6449463636,6449463636,1663316672,0,0,0,0,0,2024-03-08,Stock Summary-20240308.xlsx,2220.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,50,0,13 Mar 2024,0,0,0,50,0,0,0,0,75.9,50,13116500,0,0,6449463636,6449463636,1663316672,0,0,0,0,0,2024-03-13,Stock Summary-20240313.xlsx,2200.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,50,0,14 Mar 2024,0,50,50,50,0,100,5000,1,75.9,50,18552900,0,0,6449463636,6449463636,1663316672,0,0,0,0,0,2024-03-14,Stock Summary-20240314.xlsx,2200.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,50,0,15 Mar 2024,0,0,0,50,0,0,0,0,75.9,50,13020600,0,0,6449463636,6449463636,1663316672,0,0,0,0,0,2024-03-15,Stock Summary-20240315.xlsx,2160.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,50,0,18 Mar 2024,0,0,0,50,0,0,0,0,75.9,50,12462200,0,0,6449463636,6449463636,1663316672,0,0,0,0,0,2024-03-18,Stock Summary-20240318.xlsx,60.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,50,0,19 Mar 2024,0,0,0,50,0,0,0,0,75.9,50,18361300,0,0,6449463636,6449463636,1663316672,0,0,0,0,0,2024-03-19,Stock Summary-20240319.xlsx,20.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,50,0,20 Mar 2024,0,50,50,50,0,200,10000,2,75.9,50,12922700,0,0,6449463636,6449463636,1663316672,0,0,0,0,0,2024-03-20,Stock Summary-20240320.xlsx,60.0,YES
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,50,0,21 Mar 2024,0,50,50,50,0,100,5000,1,75.9,50,12609800,0,0,6449463636,6449463636,1663316672,0,0,0,0,0,2024-03-21,Stock Summary-20240321.xlsx,60.0,YES
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,50,0,22 Mar 2024,0,50,50,50,0,100,5000,1,75.9,50,23149100,0,0,6449463636,6449463636,1663316672,0,0,0,0,0,2024-03-22,Stock Summary-20240322.xlsx,80.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,50,0,25 Mar 2024,0,45,45,45,-5,1300,58500,4,68.3,45,26794600,0,0,6449463636,6449463636,1663316672,0,0,0,0,0,2024-03-25,Stock Summary-20240325.xlsx,340.0,YES
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,45,0,26 Mar 2024,0,41,41,41,-4,3400,139400,7,62.2,41,30971500,0,0,6449463636,6449463636,1663316672,0,0,500,500,1,2024-03-26,Stock Summary-20240326.xlsx,1020.0,YES
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,41,0,27 Mar 2024,0,37,37,37,-4,3000,111000,11,56.2,37,8727500,0,0,6449463636,6449463636,1663316672,0,0,0,0,0,2024-03-27,Stock Summary-20240327.xlsx,1580.0,YES
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,37,0,28 Mar 2024,0,34,34,34,-3,100,3400,1,51.6,34,5541300,0,0,6449463636,6449463636,1663316672,0,0,0,0,0,2024-03-28,Stock Summary-20240328.xlsx,1580.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,34,0,01 Apr 2024,0,31,31,31,-3,30100,933100,2,47.1,31,6613900,0,0,6449463636,6449463636,3938042496,0,0,0,0,0,2024-04-01,Stock Summary-20240401.xlsx,7580.0,YES
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,31,0,02 Apr 2024,0,28,28,28,-3,31000,868000,12,42.5,28,7598400,0,0,6449463636,6449463636,3938042496,0,0,0,0,0,2024-04-02,Stock Summary-20240402.xlsx,13520.0,YES
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512---L-------X,28,0,03 Apr 2024,0,26,26,26,-2,30100,782600,2,39.5,26,7328900,0,0,6449463636,6449463636,3938042496,0,0,0,0,0,2024-04-03,Stock Summary-20240403.xlsx,18860.0,YES
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512---L-------X,26,0,04 Apr 2024,0,24,24,24,-2,12600,302400,3,36.4,24,5064900,0,0,6449463636,6449463636,3938042496,0,0,0,0,0,2024-04-04,Stock Summary-20240404.xlsx,20780.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512---L-------X,24,0,05 Apr 2024,0,22,22,22,-2,100,2200,1,33.4,22,1804300,0,0,6449463636,6449463636,3938042496,0,0,0,0,0,2024-04-05,Stock Summary-20240405.xlsx,20780.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512---L-------X,22,0,16 Apr 2024,0,20,20,20,-2,5800,116000,4,30.4,20,3095900,0,0,6449463636,6449463636,3938042496,0,0,0,0,0,2024-04-16,Stock Summary-20240416.xlsx,15920.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512---L-------X,20,0,17 Apr 2024,0,18,18,18,-2,5800,104400,5,27.3,18,4750800,0,0,6449463636,6449463636,3938042496,0,0,0,0,0,2024-04-17,Stock Summary-20240417.xlsx,10880.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512---L-------X,18,0,18 Apr 2024,0,17,17,17,-1,6100,103700,2,25.8,17,2826400,0,0,6449463636,6449463636,3938042496,0,0,0,0,0,2024-04-18,Stock Summary-20240418.xlsx,6080.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512---L-------X,17,0,19 Apr 2024,0,16,16,16,-1,1200,19200,6,24.3,16,3691400,0,0,6449463636,6449463636,3938042496,0,0,0,0,0,2024-04-19,Stock Summary-20240419.xlsx,3800.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512---L-------X,16,0,22 Apr 2024,0,15,15,15,-1,90900,1363500,11,22.8,15,4314100,0,0,6449463636,6449463636,3938042496,0,0,0,0,0,2024-04-22,Stock Summary-20240422.xlsx,21960.0,YES
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512---L-------X,15,0,23 Apr 2024,0,14,14,14,-1,3300,46200,3,21.3,14,3997300,0,0,6449463636,6449463636,3938042496,0,0,0,0,0,2024-04-23,Stock Summary-20240423.xlsx,21460.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512---L-------X,14,0,24 Apr 2024,0,13,13,13,-1,200,2600,2,19.7,13,5124400,0,0,6449463636,6449463636,3938042496,0,0,0,0,0,2024-04-24,Stock Summary-20240424.xlsx,20340.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512---L-------X,13,0,25 Apr 2024,0,12,12,12,-1,7600,91200,1,18.2,12,4629000,0,0,6449463636,6449463636,3938042496,0,0,0,0,0,2024-04-25,Stock Summary-20240425.xlsx,20640.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512---L-------X,12,0,26 Apr 2024,0,11,11,11,-1,18900,207900,22,16.7,11,2025800,0,0,6449463636,6449463636,3938042496,0,0,0,0,0,2024-04-26,Stock Summary-20240426.xlsx,24180.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,11,0,29 Apr 2024,0,10,10,10,-1,65300,653000,9,15.2,10,2227500,0,0,6449463636,6449463636,3938042496,0,0,0,0,0,2024-04-29,Stock Summary-20240429.xlsx,19060.0,YES
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,10,0,30 Apr 2024,0,9,9,9,-1,28100,252900,6,13.7,9,2250400,0,0,6449463636,6449463636,3938042496,0,0,0,0,0,2024-04-30,Stock Summary-20240430.xlsx,24020.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,9,0,02 May 2024,0,8,8,8,-1,3095800,24766400,72,12.1,9,279400,0,0,6449463636,6449463636,3938042496,0,0,0,0,0,2024-05-02,Stock Summary-20240502.xlsx,643140.0,YES
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,8,0,03 May 2024,0,8,7,8,0,1399500,11097700,58,12.1,9,541000,8,960600,6449463636,6449463636,3938042496,0,0,0,0,0,2024-05-03,Stock Summary-20240503.xlsx,921520.0,YES
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,8,0,06 May 2024,0,9,7,9,1,1892400,16920900,70,13.7,0,0,9,321800,6449463636,6449463636,3938042496,0,0,0,0,0,2024-05-06,Stock Summary-20240506.xlsx,1296220.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,9,0,07 May 2024,0,9,9,9,0,1197100,10773900,41,13.7,10,163000,9,1081800,6449463636,6449463636,3938042496,0,0,0,0,0,2024-05-07,Stock Summary-20240507.xlsx,1522580.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512---L-------X,9,0,08 May 2024,0,10,9,10,1,449500,4463400,31,15.2,10,433600,9,1415400,6449463636,6449463636,3938042496,0,0,0,0,0,2024-05-08,Stock Summary-20240508.xlsx,1606860.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512---L-------X,10,0,13 May 2024,0,10,9,9,-1,161800,1458700,26,13.7,10,375600,9,1763500,6449463636,6449463636,3938042496,0,0,0,0,0,2024-05-13,Stock Summary-20240513.xlsx,1020060.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512---L-------X,9,0,14 May 2024,0,9,9,9,0,663700,5973300,27,13.7,10,318200,9,2542000,6449463636,6449463636,3938042496,0,0,0,0,0,2024-05-14,Stock Summary-20240514.xlsx,872900.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512---L-------X,9,0,15 May 2024,0,9,9,9,0,288700,2598300,19,13.7,10,273000,9,2596700,6449463636,6449463636,3938042496,0,0,0,0,0,2024-05-15,Stock Summary-20240515.xlsx,552160.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512---L-------X,9,0,16 May 2024,0,9,9,9,0,91500,823500,18,13.7,10,173100,9,1705900,6449463636,6449463636,3938042496,0,0,0,0,0,2024-05-16,Stock Summary-20240516.xlsx,331040.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512---L-------X,9,0,17 May 2024,0,9,9,9,0,214100,1926900,19,13.7,10,173600,9,1637900,6449463636,6449463636,3938042496,65000,0,0,0,0,2024-05-17,Stock Summary-20240517.xlsx,283960.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512---L-------X,9,0,20 May 2024,0,9,9,9,0,481500,4333500,21,13.7,10,173000,9,1812900,6449463636,6449463636,3938042496,0,0,0,0,0,2024-05-20,Stock Summary-20240520.xlsx,347900.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512---L-------X,9,0,21 May 2024,0,10,9,9,0,226400,2038300,22,13.7,10,79800,9,1938700,6449463636,6449463636,3938042496,0,0,0,0,0,2024-05-21,Stock Summary-20240521.xlsx,260440.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512---L-------X,9,0,22 May 2024,0,10,9,9,0,216600,1960400,19,13.7,10,537100,9,1078800,6449463636,6449463636,3938042496,0,0,0,0,0,2024-05-22,Stock Summary-20240522.xlsx,246020.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512---L-------X,9,0,27 May 2024,0,10,9,9,0,602000,5785500,20,13.7,10,419700,9,736300,6449463636,6449463636,3938042496,0,0,0,0,0,2024-05-27,Stock Summary-20240527.xlsx,348120.0,YES
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512---L-------X,9,0,28 May 2024,0,10,9,10,1,138200,1243900,15,15.2,10,280800,9,892400,6449463636,6449463636,3938042496,0,0,0,0,0,2024-05-28,Stock Summary-20240528.xlsx,332940.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512---L-------X,10,0,29 May 2024,0,10,9,9,-1,70100,652700,12,13.7,10,363900,9,892300,6449463636,6449463636,3938042496,0,0,0,0,0,2024-05-29,Stock Summary-20240529.xlsx,250660.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512---L-------X,9,0,30 May 2024,0,9,9,9,0,806200,7255800,16,13.7,10,481900,9,104200,6449463636,6449463636,3938042496,0,0,0,0,0,2024-05-30,Stock Summary-20240530.xlsx,366620.0,YES
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512---L-------X,9,0,31 May 2024,0,9,9,9,0,184100,1656900,9,13.7,10,590000,9,716500,6449463636,6449463636,3938042496,0,0,0,0,0,2024-05-31,Stock Summary-20240531.xlsx,360120.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,9,0,03 Jun 2024,0,8,8,8,-1,54900,439200,24,12.1,9,65900,8,448600,6449463636,6449463636,3938042496,0,0,0,0,0,2024-06-03,Stock Summary-20240603.xlsx,250700.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,8,0,04 Jun 2024,0,9,9,9,1,306800,2761200,19,13.7,0,0,9,1708700,6449463636,6449463636,3938042496,0,0,0,0,0,2024-06-04,Stock Summary-20240604.xlsx,284420.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,9,0,05 Jun 2024,0,9,8,9,0,1382200,12428300,21,13.7,9,3200,8,318900,6449463636,6449463636,3938042496,0,0,0,0,0,2024-06-05,Stock Summary-20240605.xlsx,546840.0,YES
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,9,0,06 Jun 2024,0,9,9,9,0,40600,365400,6,13.7,9,67600,8,327800,6449463636,6449463636,3938042496,0,0,0,0,0,2024-06-06,Stock Summary-20240606.xlsx,393720.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,9,0,07 Jun 2024,0,9,8,9,0,42800,342700,7,13.7,9,103800,8,197800,6449463636,6449463636,3938042496,0,0,0,0,0,2024-06-07,Stock Summary-20240607.xlsx,365460.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,9,0,10 Jun 2024,0,9,8,8,-1,306600,2453000,13,12.1,9,332400,8,11200,6449463636,6449463636,3938042496,0,0,0,0,0,2024-06-10,Stock Summary-20240610.xlsx,415800.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,8,0,11 Jun 2024,0,9,8,9,1,1827900,16450800,19,13.7,9,306000,8,801100,6449463636,6449463636,3938042496,0,0,0,0,0,2024-06-11,Stock Summary-20240611.xlsx,720020.0,YES
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,9,0,12 Jun 2024,0,9,8,8,-1,171300,1382800,31,12.1,9,330800,8,14900,6449463636,6449463636,3938042496,0,0,0,0,0,2024-06-12,Stock Summary-20240612.xlsx,477840.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,8,0,13 Jun 2024,0,9,8,9,1,2308500,20741200,24,13.7,0,0,9,957100,6449463636,6449463636,3938042496,0,0,0,0,0,2024-06-13,Stock Summary-20240613.xlsx,931420.0,YES
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,9,0,14 Jun 2024,0,10,10,10,1,635200,6352000,19,15.2,0,0,10,1798600,6449463636,6449463636,3938042496,0,0,0,0,0,2024-06-14,Stock Summary-20240614.xlsx,1049900.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,10,0,19 Jun 2024,0,11,11,11,1,307900,3386900,15,16.7,0,0,11,1558800,6449463636,6449463636,3938042496,0,0,0,0,0,2024-06-19,Stock Summary-20240619.xlsx,1050160.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,11,0,20 Jun 2024,0,11,11,11,0,1676000,18436000,18,16.7,12,233100,11,357600,6449463636,6449463636,3938042496,0,0,0,0,0,2024-06-20,Stock Summary-20240620.xlsx,1019780.0,YES
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,11,0,21 Jun 2024,0,12,12,12,1,21100,253200,8,18.2,12,13700,11,2501200,6449463636,6449463636,3938042496,0,0,0,0,0,2024-06-21,Stock Summary-20240621.xlsx,989740.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,12,0,24 Jun 2024,0,12,11,12,0,121700,1342800,23,18.2,12,239300,11,386100,6449463636,6449463636,3938042496,0,0,0,0,0,2024-06-24,Stock Summary-20240624.xlsx,552380.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,12,0,25 Jun 2024,0,13,13,13,1,287100,3732300,18,19.7,0,0,13,737000,6449463636,6449463636,3938042496,0,0,0,0,0,2024-06-25,Stock Summary-20240625.xlsx,482760.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,13,0,26 Jun 2024,0,14,14,14,1,2600,36400,7,21.3,0,0,14,1018800,6449463636,6449463636,3938042496,0,0,0,0,0,2024-06-26,Stock Summary-20240626.xlsx,421700.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,14,0,27 Jun 2024,0,14,13,14,0,71900,950100,20,21.3,15,100,14,985300,6449463636,6449463636,3938042496,0,0,0,0,0,2024-06-27,Stock Summary-20240627.xlsx,100880.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,14,0,28 Jun 2024,0,15,15,15,1,44700,670500,17,22.8,15,928400,14,200,6449463636,6449463636,3938042496,0,0,0,0,0,2024-06-28,Stock Summary-20240628.xlsx,105600.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,15,0,02 Jul 2024,0,16,15,16,1,1002000,16023700,23,24.3,0,0,16,26700,6449463636,6449463636,3938042496,0,0,0,0,0,2024-07-02,Stock Summary-20240702.xlsx,281660.0,YES
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,16,0,03 Jul 2024,0,17,17,17,1,1684200,28631400,23,25.8,0,0,17,1543000,6449463636,6449463636,3938042496,0,0,0,0,0,2024-07-03,Stock Summary-20240703.xlsx,561080.0,YES
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,17,0,04 Jul 2024,0,18,17,18,1,184800,3286200,15,27.3,0,0,18,943200,6449463636,6449463636,3938042496,0,0,0,0,0,2024-07-04,Stock Summary-20240704.xlsx,597520.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,18,0,05 Jul 2024,0,19,19,19,1,66300,1259700,20,28.8,0,0,19,101700,6449463636,6449463636,3938042496,0,0,0,0,0,2024-07-05,Stock Summary-20240705.xlsx,596400.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,19,0,08 Jul 2024,0,20,19,20,1,255400,4992900,40,30.4,0,0,20,69800,6449463636,6449463636,3938042496,0,0,0,0,0,2024-07-08,Stock Summary-20240708.xlsx,638540.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,20,0,09 Jul 2024,0,20,18,18,-2,92500,1708200,13,27.3,18,88400,0,0,6449463636,6449463636,3938042496,0,0,0,0,0,2024-07-09,Stock Summary-20240709.xlsx,456640.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,17,0,11 Jul 2024,0,17,16,16,-1,34700,558600,13,24.3,17,13500,16,18900,6449463636,6449463636,3938042496,0,0,0,0,0,2024-07-11,Stock Summary-20240711.xlsx,126740.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,16,0,12 Jul 2024,0,15,15,15,-1,3200,48000,3,22.8,15,39300,0,0,6449463636,6449463636,3938042496,0,0,3019100,48305600,1,2024-07-12,Stock Summary-20240712.xlsx,90420.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,15,0,15 Jul 2024,0,14,14,14,-1,39600,554400,7,21.3,14,40900,0,0,6449463636,6449463636,3938042496,0,0,0,0,0,2024-07-15,Stock Summary-20240715.xlsx,85080.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,14,0,16 Jul 2024,0,13,13,13,-1,31100,404300,16,19.7,14,200200,0,0,6449463636,6449463636,3938042496,0,0,0,0,0,2024-07-16,Stock Summary-20240716.xlsx,40220.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,13,0,17 Jul 2024,0,14,14,14,1,318700,4461800,15,21.3,0,0,14,1384700,6449463636,6449463636,3938042496,0,0,0,0,0,2024-07-17,Stock Summary-20240717.xlsx,85460.0,YES
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,14,0,18 Jul 2024,0,15,15,15,1,39000,585000,10,22.8,0,0,15,145900,6449463636,6449463636,3938042496,0,0,0,0,0,2024-07-18,Stock Summary-20240718.xlsx,86320.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,15,0,19 Jul 2024,0,16,16,16,1,278600,4457600,16,24.3,16,447500,15,123300,6449463636,6449463636,3938042496,0,0,0,0,0,2024-07-19,Stock Summary-20240719.xlsx,141400.0,YES
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,16,0,22 Jul 2024,0,16,16,16,0,9000,144000,6,24.3,16,189300,15,3700,6449463636,6449463636,3938042496,0,0,0,0,0,2024-07-22,Stock Summary-20240722.xlsx,135280.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,16,0,23 Jul 2024,0,15,15,15,-1,376100,5641500,15,22.8,16,405700,15,798200,6449463636,6449463636,3938042496,0,0,0,0,0,2024-07-23,Stock Summary-20240723.xlsx,204280.0,YES
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,15,0,24 Jul 2024,0,15,15,15,0,113100,1696500,9,22.8,15,380900,14,5500,6449463636,6449463636,3938042496,0,0,0,0,0,2024-07-24,Stock Summary-20240724.xlsx,163160.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,15,0,25 Jul 2024,0,15,14,14,-1,5500,77500,6,21.3,15,412300,14,300,6449463636,6449463636,3938042496,0,0,0,0,0,2024-07-25,Stock Summary-20240725.xlsx,156460.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,14,0,26 Jul 2024,0,14,13,13,-1,113000,1470000,10,19.7,13,3290100,0,0,6449463636,6449463636,3938042496,0,0,0,0,0,2024-07-26,Stock Summary-20240726.xlsx,123340.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,13,0,29 Jul 2024,0,12,12,12,-1,37600,451200,11,18.2,12,3285800,0,0,6449463636,6449463636,3938042496,0,0,0,0,0,2024-07-29,Stock Summary-20240729.xlsx,129060.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,12,0,30 Jul 2024,0,11,11,11,-1,65700,722700,17,16.7,11,242700,0,0,6449463636,6449463636,3938042496,0,0,0,0,0,2024-07-30,Stock Summary-20240730.xlsx,66980.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,11,0,31 Jul 2024,0,11,11,11,0,71600,787600,9,16.7,12,1100,11,50200,6449463636,6449463636,3938042496,0,0,0,0,0,2024-07-31,Stock Summary-20240731.xlsx,58680.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,11,0,01 Agt 2024,0,11,10,10,-1,371700,3777600,28,15.2,11,1100,10,912300,6449463636,6449463636,3938042496,0,0,0,0,0,2024-08-01,Stock Summary-20240801.xlsx,131920.0,YES
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,10,0,02 Agt 2024,0,10,10,10,0,25200,252000,7,15.2,11,1000,10,1300,6449463636,6449463636,3938042496,0,0,0,0,0,2024-08-02,Stock Summary-20240802.xlsx,114360.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,10,0,05 Agt 2024,0,11,11,11,1,346500,3811500,14,16.7,0,0,11,66500,6449463636,6449463636,3938042496,0,0,0,0,0,2024-08-05,Stock Summary-20240805.xlsx,176140.0,YES
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,11,0,06 Agt 2024,0,12,11,11,0,26300,293100,15,16.7,12,16700,11,1200,6449463636,6449463636,3938042496,0,0,0,0,0,2024-08-06,Stock Summary-20240806.xlsx,168260.0,NO
23,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4130000000E512-----------X,11,0,07 Agt 2024,0,11,11,11,0,19000,209000,13,16.7,12,39400,11,4600,6449463636,6449463636,3938042496,0,0,0,0,0,2024-08-07,Stock Summary-20240807.xlsx,157740.0,NO
