No,Kode,Company Name,Remarks,Previous,Open Price,Last Trading Date,First Trade,High,Low,Close,Change,Volume,Value,Frequency,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency,Tanggal,source_file,Volume_MA5,Spike
358,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,740,0,22 May 2024,0,740,685,715,-25,1300,943500,7,1492.4,745,100,715,1800,4183634000,4183634000,444720294,0,0,0,0,0,2024-05-22,Stock Summary-20240522.xlsx,6260.0,NO
358,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,715,0,27 May 2024,0,760,690,725,10,6000,4384000,28,1513.3,725,700,700,100,4183634000,4183634000,444720294,2500,1100,0,0,0,2024-05-27,Stock Summary-20240527.xlsx,2160.0,YES
358,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,725,0,28 May 2024,0,725,680,720,-5,8500,5906500,18,1502.9,720,1500,690,100,4183634000,4183634000,444720294,0,0,0,0,0,2024-05-28,Stock Summary-20240528.xlsx,3640.0,YES
358,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,720,0,29 May 2024,0,745,695,745,25,1300,937000,12,1555.1,745,100,710,100,4183634000,4183634000,444720294,0,0,0,0,0,2024-05-29,Stock Summary-20240529.xlsx,3720.0,NO
358,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,745,0,30 May 2024,0,790,745,745,0,1400,1068000,13,1555.1,745,1000,715,100,4183634000,4183634000,444720294,0,0,0,0,0,2024-05-30,Stock Summary-20240530.xlsx,3700.0,NO
358,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,745,0,31 May 2024,0,740,690,740,-5,4800,3338500,9,1544.6,710,200,685,2000,4183634000,4183634000,444720294,0,0,0,0,0,2024-05-31,Stock Summary-20240531.xlsx,4400.0,NO
358,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,740,0,03 Jun 2024,0,740,695,740,0,1800,1278500,11,1544.6,725,100,695,1300,4183634000,4183634000,444720294,0,0,85,50660,1,2024-06-03,Stock Summary-20240603.xlsx,3560.0,NO
358,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,740,0,04 Jun 2024,0,740,690,725,-15,13800,9734500,23,1513.3,740,500,725,100,4183634000,4183634000,444720294,400,0,0,0,0,2024-06-04,Stock Summary-20240604.xlsx,4620.0,YES
358,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,725,0,05 Jun 2024,0,740,735,735,10,1300,960500,8,1534.2,740,800,710,2200,4183634000,4183634000,444720294,800,0,0,0,0,2024-06-05,Stock Summary-20240605.xlsx,4620.0,NO
358,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,735,0,06 Jun 2024,0,745,690,705,-30,1400,1009000,13,1471.6,725,100,705,1500,4183634000,4183634000,444720294,100,0,0,0,0,2024-06-06,Stock Summary-20240606.xlsx,4620.0,NO
358,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,705,0,07 Jun 2024,0,745,700,700,-5,6000,4419500,16,1461.1,730,100,700,1600,4183634000,4183634000,444720294,3300,900,0,0,0,2024-06-07,Stock Summary-20240607.xlsx,4860.0,NO
359,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,700,0,10 Jun 2024,0,790,675,715,15,51300,35117500,45,1492.4,710,5500,680,500,4183634000,4183634000,444720294,1300,16100,0,0,0,2024-06-10,Stock Summary-20240610.xlsx,14760.0,YES
359,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,715,0,11 Jun 2024,0,710,680,700,-15,5200,3620000,12,1461.1,700,2400,680,5300,4183634000,4183634000,444720294,1200,0,0,0,0,2024-06-11,Stock Summary-20240611.xlsx,13040.0,NO
359,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,700,0,12 Jun 2024,0,700,670,695,-5,9200,6211500,11,1450.7,695,1900,670,100,4183634000,4183634000,444720294,2200,0,0,0,0,2024-06-12,Stock Summary-20240612.xlsx,14620.0,NO
359,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,695,0,13 Jun 2024,0,700,670,695,0,6900,4698000,14,1450.7,695,1700,670,2000,4183634000,4183634000,444720294,1000,0,0,0,0,2024-06-13,Stock Summary-20240613.xlsx,15720.0,NO
359,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,695,0,14 Jun 2024,0,0,0,695,0,0,0,0,1450.7,695,1700,670,2300,4183634000,4183634000,444720294,0,0,0,0,0,2024-06-14,Stock Summary-20240614.xlsx,14520.0,NO
359,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,695,0,19 Jun 2024,0,700,670,695,0,1400,959500,9,1450.7,695,113900,675,100,4183634000,4183634000,444720294,200,0,0,0,0,2024-06-19,Stock Summary-20240619.xlsx,4540.0,NO
359,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,695,0,20 Jun 2024,0,690,690,690,-5,100,69000,1,1440.3,690,100,670,100,4183634000,4183634000,444720294,0,0,0,0,0,2024-06-20,Stock Summary-20240620.xlsx,3520.0,NO
359,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,690,0,21 Jun 2024,0,690,690,690,0,100,69000,1,1440.3,685,100,665,200,4183634000,4183634000,444720294,0,0,0,0,0,2024-06-21,Stock Summary-20240621.xlsx,1700.0,NO
359,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,690,0,24 Jun 2024,0,0,0,690,0,0,0,0,1440.3,690,112800,670,100,4183634000,4183634000,444720294,0,0,0,0,0,2024-06-24,Stock Summary-20240624.xlsx,320.0,NO
359,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,690,0,25 Jun 2024,0,690,690,690,0,100,69000,1,1440.3,690,2500,665,200,4183634000,4183634000,444720294,0,0,0,0,0,2024-06-25,Stock Summary-20240625.xlsx,340.0,NO
359,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,690,0,26 Jun 2024,0,685,685,685,-5,400,274000,4,1429.8,685,113500,665,200,4183634000,4183634000,444720294,100,0,0,0,0,2024-06-26,Stock Summary-20240626.xlsx,140.0,YES
359,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,685,0,27 Jun 2024,0,685,685,685,0,200,137000,1,1429.8,685,100,670,100,4183634000,4183634000,444720294,0,0,0,0,0,2024-06-27,Stock Summary-20240627.xlsx,160.0,NO
359,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,685,0,28 Jun 2024,0,705,650,685,0,7200,4734500,14,1429.8,680,100,660,100,4183634000,4183634000,444720294,400,0,0,0,0,2024-06-28,Stock Summary-20240628.xlsx,1580.0,YES
359,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,690,0,02 Jul 2024,0,705,660,705,15,14600,10228000,14,1471.6,700,10200,670,500,4183634000,4183634000,444720294,600,0,0,0,0,2024-07-02,Stock Summary-20240702.xlsx,4500.0,YES
359,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,705,0,03 Jul 2024,0,695,655,680,-25,36900,24561500,51,1419.4,680,2200,660,300,4183634000,4183634000,444720294,400,0,0,0,0,2024-07-03,Stock Summary-20240703.xlsx,11860.0,YES
359,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,680,0,04 Jul 2024,0,685,675,675,-5,14400,9761000,16,1409.0,680,1900,665,2700,4183634000,4183634000,444720294,3800,0,0,0,0,2024-07-04,Stock Summary-20240704.xlsx,14660.0,NO
359,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,675,0,05 Jul 2024,0,695,650,670,-5,12800,8588500,22,1398.5,670,1500,660,100,4183634000,4183634000,444720294,300,0,0,0,0,2024-07-05,Stock Summary-20240705.xlsx,17180.0,NO
361,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,670,0,08 Jul 2024,0,670,650,670,0,39300,25701000,22,1398.5,670,1600,650,500,4183634000,4183634000,444720294,6100,0,0,0,0,2024-07-08,Stock Summary-20240708.xlsx,23600.0,YES
362,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,670,0,09 Jul 2024,0,690,650,680,10,20600,13403500,8,1419.4,680,300,655,300,4183634000,4183634000,444720294,0,0,0,0,0,2024-07-09,Stock Summary-20240709.xlsx,24800.0,NO
362,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,670,0,11 Jul 2024,0,665,645,665,-5,5700,3779500,8,1388.1,670,100,665,4700,4183634000,4183634000,444720294,300,0,0,0,0,2024-07-11,Stock Summary-20240711.xlsx,18560.0,NO
362,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,665,0,12 Jul 2024,0,665,665,665,0,14800,9842000,6,1388.1,665,300,660,100,4183634000,4183634000,444720294,0,0,0,0,0,2024-07-12,Stock Summary-20240712.xlsx,18640.0,NO
362,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,665,0,15 Jul 2024,0,670,665,670,5,11400,7588000,6,1398.5,670,300,665,600,4183634000,4183634000,444720294,200,0,0,0,0,2024-07-15,Stock Summary-20240715.xlsx,18360.0,NO
362,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,670,0,16 Jul 2024,0,670,655,660,-10,800,533500,8,1377.6,660,100,650,1500,4183634000,4183634000,444720294,500,0,0,0,0,2024-07-16,Stock Summary-20240716.xlsx,10660.0,NO
362,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,660,0,17 Jul 2024,0,675,650,670,10,2600,1715500,14,1398.5,680,100,650,400,4183634000,4183634000,444720294,500,0,0,0,0,2024-07-17,Stock Summary-20240717.xlsx,7060.0,NO
362,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,670,0,18 Jul 2024,0,670,650,665,-5,1500,986000,11,1388.1,665,7400,650,300,4183634000,4183634000,444720294,100,0,0,0,0,2024-07-18,Stock Summary-20240718.xlsx,6220.0,NO
362,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,665,0,19 Jul 2024,0,670,650,665,0,2200,1433500,7,1388.1,665,1600,650,400,4183634000,4183634000,444720294,100,0,0,0,0,2024-07-19,Stock Summary-20240719.xlsx,3700.0,NO
362,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,665,0,22 Jul 2024,0,665,650,665,0,500,328000,5,1388.1,665,9000,650,600,4183634000,4183634000,444720294,0,0,0,0,0,2024-07-22,Stock Summary-20240722.xlsx,1520.0,NO
362,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,665,0,23 Jul 2024,0,670,655,655,-10,3700,2453000,11,1367.2,670,600,655,500,4183634000,4183634000,444720294,100,0,0,0,0,2024-07-23,Stock Summary-20240723.xlsx,2100.0,YES
362,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,655,0,24 Jul 2024,0,695,650,690,35,7800,5116000,7,1440.3,670,100,650,700,4183634000,4183634000,444720294,0,4900,0,0,0,2024-07-24,Stock Summary-20240724.xlsx,3140.0,YES
362,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,690,0,25 Jul 2024,0,690,660,660,-30,300,204000,3,1377.6,660,100,650,600,4183634000,4183634000,444720294,0,0,0,0,0,2024-07-25,Stock Summary-20240725.xlsx,2900.0,NO
362,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,660,0,26 Jul 2024,0,665,660,665,5,300,199000,3,1388.1,670,1000,660,200,4183634000,4183634000,444720294,0,0,0,0,0,2024-07-26,Stock Summary-20240726.xlsx,2520.0,NO
362,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,665,0,29 Jul 2024,0,665,665,665,0,100,66500,1,1388.1,665,7700,650,1800,4183634000,4183634000,444720294,0,0,0,0,0,2024-07-29,Stock Summary-20240729.xlsx,2440.0,NO
362,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,665,0,30 Jul 2024,0,675,650,655,-10,1500,988500,12,1367.2,660,7000,650,1300,4183634000,4183634000,444720294,200,0,0,0,0,2024-07-30,Stock Summary-20240730.xlsx,2000.0,NO
362,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,655,0,31 Jul 2024,0,695,610,695,40,58000,38940500,56,1450.7,700,6900,630,100,4183634000,4183634000,444720294,14400,100,0,0,0,2024-07-31,Stock Summary-20240731.xlsx,12040.0,YES
362,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,695,0,01 Agt 2024,0,695,665,690,-5,1700,1169500,5,1440.3,695,4400,665,500,4183634000,4183634000,444720294,0,0,0,0,0,2024-08-01,Stock Summary-20240801.xlsx,12320.0,NO
362,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,690,0,02 Agt 2024,0,680,680,680,-10,700,476000,3,1419.4,680,10000,660,1000,4183634000,4183634000,444720294,100,0,0,0,0,2024-08-02,Stock Summary-20240802.xlsx,12400.0,NO
362,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,680,0,05 Agt 2024,0,675,675,675,-5,4800,3240000,4,1409.0,675,2200,665,100,4183634000,4183634000,444720294,0,0,0,0,0,2024-08-05,Stock Summary-20240805.xlsx,13340.0,NO
362,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,675,0,06 Agt 2024,0,675,650,675,0,2200,1482000,5,1409.0,675,4300,650,600,4183634000,4183634000,444720294,600,0,0,0,0,2024-08-06,Stock Summary-20240806.xlsx,13480.0,NO
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,675,0,07 Agt 2024,0,680,650,675,0,300,200500,3,1409.0,680,100,650,900,4183634000,4183634000,444720294,100,0,0,0,0,2024-08-07,Stock Summary-20240807.xlsx,1940.0,NO
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,675,0,08 Agt 2024,0,680,675,680,5,400,271000,4,1419.4,680,100,675,100,4183634000,4183634000,444720294,400,0,0,0,0,2024-08-08,Stock Summary-20240808.xlsx,1680.0,NO
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,680,0,09 Agt 2024,0,675,670,670,-10,300,201500,3,1398.5,670,100,665,100,4183634000,4183634000,444720294,100,0,0,0,0,2024-08-09,Stock Summary-20240809.xlsx,1600.0,NO
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,670,0,12 Agt 2024,0,675,660,670,0,12900,8582500,8,1398.5,670,2300,655,200,4183634000,4183634000,444720294,200,0,0,0,0,2024-08-12,Stock Summary-20240812.xlsx,3220.0,YES
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,670,0,13 Agt 2024,0,0,0,670,0,0,0,0,1398.5,680,11900,660,300,4183634000,4183634000,444720294,0,0,0,0,0,2024-08-13,Stock Summary-20240813.xlsx,2780.0,NO
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,670,0,14 Agt 2024,0,675,650,670,0,2600,1725000,19,1398.5,675,100,655,700,4183634000,4183634000,444720294,700,0,0,0,0,2024-08-14,Stock Summary-20240814.xlsx,3240.0,NO
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,670,0,15 Agt 2024,0,680,670,680,10,600,406000,5,1419.4,680,200,650,600,4183634000,4183634000,444720294,500,0,0,0,0,2024-08-15,Stock Summary-20240815.xlsx,3280.0,NO
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,680,0,16 Agt 2024,0,680,650,680,0,8600,5844000,7,1419.4,680,23200,670,2000,4183634000,4183634000,444720294,8400,0,0,0,0,2024-08-16,Stock Summary-20240816.xlsx,4940.0,YES
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,680,0,19 Agt 2024,0,680,660,680,0,3000,1988000,13,1419.4,680,100,650,2000,4183634000,4183634000,444720294,200,0,0,0,0,2024-08-19,Stock Summary-20240819.xlsx,2960.0,NO
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,680,0,20 Agt 2024,0,0,0,680,0,0,0,0,1419.4,680,22800,660,1400,4183634000,4183634000,444720294,0,0,0,0,0,2024-08-20,Stock Summary-20240820.xlsx,2960.0,NO
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,680,0,21 Agt 2024,0,680,655,660,-20,5600,3711500,13,1377.6,670,9800,655,1900,4183634000,4183634000,444720294,700,0,0,0,0,2024-08-21,Stock Summary-20240821.xlsx,3560.0,YES
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,660,0,22 Agt 2024,0,670,655,655,-5,10200,6686500,7,1367.2,670,2000,655,2200,4183634000,4183634000,444720294,0,0,0,0,0,2024-08-22,Stock Summary-20240822.xlsx,5480.0,YES
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,655,0,23 Agt 2024,0,660,650,660,5,6600,4305000,5,1377.6,660,600,655,500,4183634000,4183634000,444720294,0,0,0,0,0,2024-08-23,Stock Summary-20240823.xlsx,5080.0,NO
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,660,0,26 Agt 2024,0,680,655,680,20,16700,11321500,13,1419.4,675,100,665,300,4183634000,4183634000,444720294,14700,0,0,0,0,2024-08-26,Stock Summary-20240826.xlsx,7820.0,YES
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,680,0,27 Agt 2024,0,680,655,680,0,16800,11399000,9,1419.4,680,3100,655,3600,4183634000,4183634000,444720294,15800,0,0,0,0,2024-08-27,Stock Summary-20240827.xlsx,11180.0,YES
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,680,0,28 Agt 2024,0,680,665,680,0,17800,11994000,9,1419.4,680,25700,660,15100,4183634000,4183634000,444720294,11600,0,0,0,0,2024-08-28,Stock Summary-20240828.xlsx,13620.0,NO
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,680,0,29 Agt 2024,0,680,650,650,-30,9900,6442500,6,1356.8,670,1200,650,10700,4183634000,4183634000,444720294,300,0,0,0,0,2024-08-29,Stock Summary-20240829.xlsx,13560.0,NO
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,650,0,30 Agt 2024,0,680,670,680,30,2200,1480000,5,1419.4,680,44100,655,200,4183634000,4183634000,444720294,1100,0,0,0,0,2024-08-30,Stock Summary-20240830.xlsx,12680.0,NO
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,680,0,02 Sep 2024,0,680,655,675,-5,1300,874500,8,1409.0,675,700,655,9900,4183634000,4183634000,444720294,400,0,0,0,0,2024-09-02,Stock Summary-20240902.xlsx,9600.0,NO
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,675,0,03 Sep 2024,0,680,655,655,-20,7700,5052500,9,1367.2,680,37800,650,11300,4183634000,4183634000,444720294,300,0,0,0,0,2024-09-03,Stock Summary-20240903.xlsx,7780.0,NO
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,655,0,04 Sep 2024,0,675,650,675,20,6800,4437000,13,1409.0,675,2800,650,100,4183634000,4183634000,444720294,0,0,0,0,0,2024-09-04,Stock Summary-20240904.xlsx,5580.0,NO
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,675,0,05 Sep 2024,0,0,0,675,0,0,0,0,1409.0,675,2300,660,100,4183634000,4183634000,444720294,0,0,0,0,0,2024-09-05,Stock Summary-20240905.xlsx,3600.0,NO
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,675,0,06 Sep 2024,0,675,650,675,0,37800,24592500,17,1409.0,675,3100,660,100,4183634000,4183634000,444720294,0,600,0,0,0,2024-09-06,Stock Summary-20240906.xlsx,10720.0,YES
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,675,0,09 Sep 2024,0,685,650,680,5,124200,82801000,49,1419.4,680,47000,650,600,4183634000,4183634000,444720294,95000,200,0,0,0,2024-09-09,Stock Summary-20240909.xlsx,35300.0,YES
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,680,0,10 Sep 2024,0,680,615,630,-50,141000,92013500,56,1315.0,675,1300,630,22700,4183634000,4183634000,444720294,16100,1500,0,0,0,2024-09-10,Stock Summary-20240910.xlsx,61960.0,YES
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,630,0,11 Sep 2024,0,675,635,665,35,9000,5939500,18,1388.1,670,1500,660,100,4183634000,4183634000,444720294,1000,400,0,0,0,2024-09-11,Stock Summary-20240911.xlsx,62400.0,NO
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,665,0,12 Sep 2024,0,665,635,635,-30,9100,5790500,14,1325.5,665,2500,635,8000,4183634000,4183634000,444720294,0,0,0,0,0,2024-09-12,Stock Summary-20240912.xlsx,64220.0,NO
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,635,0,13 Sep 2024,0,670,630,635,0,47500,30813000,42,1325.5,635,5900,630,1400,4183634000,4183634000,444720294,9100,200,0,0,0,2024-09-13,Stock Summary-20240913.xlsx,66160.0,NO
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,635,0,17 Sep 2024,0,670,630,665,30,37900,24832500,30,1388.1,665,2700,640,10100,4183634000,4183634000,444720294,1200,1200,0,0,0,2024-09-17,Stock Summary-20240917.xlsx,48900.0,NO
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,665,0,18 Sep 2024,0,670,655,670,5,10200,6819000,10,1398.5,670,70700,660,1200,4183634000,4183634000,444720294,7600,0,0,0,0,2024-09-18,Stock Summary-20240918.xlsx,22740.0,NO
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,670,0,19 Sep 2024,0,670,640,660,-10,83500,54600000,40,1377.6,670,100,655,3400,4183634000,4183634000,444720294,11500,100,0,0,0,2024-09-19,Stock Summary-20240919.xlsx,37640.0,YES
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,660,0,20 Sep 2024,0,660,640,660,0,14000,9089500,19,1377.6,660,84600,645,2400,4183634000,4183634000,444720294,2500,0,0,0,0,2024-09-20,Stock Summary-20240920.xlsx,38620.0,NO
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,660,0,23 Sep 2024,0,660,635,660,0,25900,16723000,24,1377.6,655,200,645,1000,4183634000,4183634000,444720294,300,1300,0,0,0,2024-09-23,Stock Summary-20240923.xlsx,34300.0,NO
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,660,0,24 Sep 2024,0,660,645,660,0,73300,47966500,22,1377.6,660,30300,645,13600,4183634000,4183634000,444720294,20200,900,0,0,0,2024-09-24,Stock Summary-20240924.xlsx,41380.0,YES
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,660,0,25 Sep 2024,0,660,645,655,-5,23500,15280500,24,1367.2,655,3800,650,1700,4183634000,4183634000,444720294,1100,0,0,0,0,2024-09-25,Stock Summary-20240925.xlsx,44040.0,NO
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,655,0,26 Sep 2024,0,655,645,655,0,8000,5183000,7,1367.2,655,3700,645,6800,4183634000,4183634000,444720294,0,800,0,0,0,2024-09-26,Stock Summary-20240926.xlsx,28940.0,NO
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,655,0,27 Sep 2024,0,660,650,660,5,24200,15942500,17,1377.6,655,100,650,700,4183634000,4183634000,444720294,12100,0,0,0,0,2024-09-27,Stock Summary-20240927.xlsx,30980.0,NO
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,660,0,30 Sep 2024,0,660,635,655,-5,8600,5557000,12,1367.2,655,100,645,100,4183634000,4183634000,444720294,2000,0,0,0,0,2024-09-30,Stock Summary-20240930.xlsx,27520.0,NO
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,655,0,01 Oct 2024,0,655,640,655,0,1300,844000,7,1367.2,655,500,635,4700,4183634000,4183634000,444720294,0,0,0,0,0,2024-10-01,Stock Summary-20241001.xlsx,13120.0,NO
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,655,0,02 Oct 2024,0,655,655,655,0,800,524000,3,1367.2,655,10000,640,300,4183634000,4183634000,444720294,0,0,0,0,0,2024-10-02,Stock Summary-20241002.xlsx,8580.0,NO
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,655,0,03 Oct 2024,0,655,645,655,0,1300,839500,6,1367.2,655,700,640,300,4183634000,4183634000,444720294,900,0,0,0,0,2024-10-03,Stock Summary-20241003.xlsx,7240.0,NO
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,655,0,04 Oct 2024,0,660,650,660,5,1000,656000,3,1377.6,660,50300,640,100,4183634000,4183634000,444720294,600,0,0,0,0,2024-10-04,Stock Summary-20241004.xlsx,2600.0,NO
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,660,0,07 Oct 2024,0,660,620,620,-40,33800,21321500,40,1294.1,645,500,620,5800,4183634000,4183634000,444720294,100,6700,0,0,0,2024-10-07,Stock Summary-20241007.xlsx,7640.0,YES
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,620,0,08 Oct 2024,0,660,620,660,40,22900,14647500,41,1377.6,660,8100,650,100,4183634000,4183634000,444720294,7600,6200,0,0,0,2024-10-08,Stock Summary-20241008.xlsx,11960.0,YES
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,660,0,09 Oct 2024,0,660,620,655,-5,46000,29048500,44,1367.2,655,400,650,100,4183634000,4183634000,444720294,100,1400,0,0,0,2024-10-09,Stock Summary-20241009.xlsx,21000.0,YES
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,655,0,10 Oct 2024,0,650,650,650,-5,2000,1300000,2,1356.8,655,200,635,100,4183634000,4183634000,444720294,0,0,0,0,0,2024-10-10,Stock Summary-20241010.xlsx,21140.0,NO
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,650,0,11 Oct 2024,0,650,625,650,0,800,509000,8,1356.8,645,2000,625,600,4183634000,4183634000,444720294,0,0,0,0,0,2024-10-11,Stock Summary-20241011.xlsx,21100.0,NO
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,650,0,14 Oct 2024,0,650,650,650,0,300,195000,1,1356.8,645,2000,635,200,4183634000,4183634000,444720294,300,0,0,0,0,2024-10-14,Stock Summary-20241014.xlsx,14400.0,NO
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,650,0,15 Oct 2024,0,660,645,660,10,12300,8088000,14,1377.6,660,16100,640,700,4183634000,4183634000,444720294,0,0,0,0,0,2024-10-15,Stock Summary-20241015.xlsx,12280.0,NO
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,660,0,16 Oct 2024,0,660,635,660,0,9500,6265500,12,1377.6,660,9300,635,1200,4183634000,4183634000,444720294,1500,0,0,0,0,2024-10-16,Stock Summary-20241016.xlsx,4980.0,YES
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,660,0,17 Oct 2024,0,660,620,640,-20,21400,13319000,22,1335.9,655,1100,635,1000,4183634000,4183634000,444720294,100,0,0,0,0,2024-10-17,Stock Summary-20241017.xlsx,8860.0,YES
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,640,0,18 Oct 2024,0,660,660,660,20,100,66000,1,1377.6,660,12300,645,100,4183634000,4183634000,444720294,0,0,0,0,0,2024-10-18,Stock Summary-20241018.xlsx,8720.0,NO
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,660,0,21 Oct 2024,0,660,640,640,-20,22600,14581000,20,1335.9,660,13000,640,4200,4183634000,4183634000,444720294,0,0,0,0,0,2024-10-21,Stock Summary-20241021.xlsx,13180.0,YES
363,HERO,Hero Supermarket Tbk.,--U-2135000000D113------------,640,0,22 Oct 2024,0,655,645,645,5,700,456500,6,1346.3,655,2000,645,1400,4183634000,4183634000,444720294,100,0,0,0,0,2024-10-22,Stock Summary-20241022.xlsx,10860.0,NO
